Reference,debt_id,ultima_atualizacao,pago_banco_plano_liq,divida_bravo,negociador,pago_a_banco_atualizado,diferenca_plano_liq,diferenca_divida_bravo,atualizado_por,instituicao_divida,start_date,status_divida,creditor,product_type,observacao,classificação
BR0014607,1518747,2025-02-12,2421.41,11528.54,felipe.dasilva@gobravo.com.br,20220.83,735.08%,0.7539801224,jessica.sanches@gobravo.com.br,Bradescard,2024-05-31,negotiation,Acordo Certo,Cartão de crédito,	Produto: Banco Bradescard SA-CASAS BAHIA VISA PLA Contrato: 0004271675944297004,batch1
BR0014607,1518748,2025-02-12,2554.16,12962.88,felipe.dasilva@gobravo.com.br,11702.6,358.18%,-0.09722222222,jessica.sanches@gobravo.com.br,Bradesco,2024-05-31,negotiation,Acordo Certo,Crédito pessoal,Produto: Renegociação de Dívidas Contrato: 469109,batch1
BR0017300,1608081,2025-02-12,1300.89,2100.27,beatriz.moraes@gobravo.com.br,5949.88,357.37%,1.832911959,kemilly.freitas@gobravo.com.br,CREDZ,2024-08-07,negotiation,Próprio Credor,Cartão de crédito,Contrato: 0004329581561250007 - 05/08/2024 Descrição: CENTER MEGA VISA	,batch1
BR0016780,1608843,2025-02-12,4182.6,10456.49,,3500,-16.32%,-0.6652796493,jessica.sanches@gobravo.com.br,Itaú,2024-08-08,paid,Próprio Credor,Cartão de crédito,Atualizada  por ligação ,batch1
BR0014738,1522052,2025-02-12,507.4,819.19,richard.meireles@gobravo.com.br,1183.3,133.21%,0.4444756406,kemilly.freitas@gobravo.com.br,CREDZ,2024-05-13,negotiation,Próprio Credor,Cartão de crédito,"Dias em atraso: 166 Contrato: 0004329584747671005 - 25/04/2024 Descrição: SORRIDENTS Valor do contrato: R$ 1.593,18	",batch1
BR0013838,1497239,2025-02-12,1177.35,1900.82,felipe.dasilva@gobravo.com.br,5788.13,391.62%,2.045070022,matheus.adalberto@gobravo.com.br,Mercadopago,2024-04-19,negotiation,Próprio Credor,Crédito pessoal,atualizado por ligação ,batch1
BR0017165,1601180,2025-02-12,857.27,1384.06,,390.65,-54.43%,-0.7177506755,beatriz.moraes@gobravo.com.br,Mercadopago,2024-07-31,paid,Próprio Credor,Cartão de crédito,Via print do cliente ,batch1
BR0016644,1649920,2025-02-12,2497.38,4032,matheus.adalberto@gobravo.com.br,905.33,-63.75%,-0.7754637897,beatriz.moraes@gobravo.com.br,WILL,2024-07-17,negotiation,Próprio Credor,,Cartão de crédito ,batch1
BR0017443,1613408,2025-02-12,449.62,887.22,,395.84,-11.96%,-0.553842339,kemilly.freitas@gobravo.com.br,Banco do Brasil,2024-08-12,paid,Acordo Certo,Crédito pessoal,CHEQUE OURO 38563,batch1
BR0017443,1613409,2025-02-12,1562.09,3082.42,,1537.23,-1.59%,-0.5012911933,kemilly.freitas@gobravo.com.br,Banco do Brasil,2024-08-12,paid,Acordo Certo,Cartão de crédito,BB CREDITO BENEFICIO 992718149,batch1
BR0018584,1658650,2025-02-12,288.11,609.12,beatriz.moraes@gobravo.com.br,615.77,113.73%,0.01091738902,jessica.sanches@gobravo.com.br,Nubank,2024-09-26,negotiation,Acordo Certo,Cartão de crédito,Portfólio-,solo5
BR0018584,1658651,2025-02-12,215.02,763.74,beatriz.moraes@gobravo.com.br,1116.24,419.13%,0.4615445047,jessica.sanches@gobravo.com.br,Bradescard,2024-09-26,negotiation,Acordo Certo,Cartão de crédito,Casas Bahia- Contrato  0004766070832777000,solo5
BR0018584,1658652,2025-02-12,398.1,841.68,beatriz.moraes@gobravo.com.br,850.86,113.73%,0.01090675791,jessica.sanches@gobravo.com.br,Nubank,2024-09-26,negotiation,Acordo Certo,Cartão de crédito,"$1,090.41",solo5
BR0018584,1658655,2025-02-12,8660.89,21538.63,beatriz.moraes@gobravo.com.br,20024.74,131.21%,-0.07028720025,jessica.sanches@gobravo.com.br,Nubank,2024-09-26,negotiation,Acordo Certo,Crédito pessoal,Empréstimo Pessoal ,solo5
BR0013624,1492408,2025-02-12,572.12,1373.06,,577.26,0.90%,-0.579581373,jessica.sanches@gobravo.com.br,Nubank,2024-05-01,paid,Acordo Certo,Cartão de crédito,Cartão de crédito ,batch1
BR0013590,1489929,2025-02-12,2658.96,6612.52,felipe.dasilva@gobravo.com.br,1849.38,-30.45%,-0.7203214508,kemilly.freitas@gobravo.com.br,WILL,2024-05-01,negotiation,Kitei,Cartão de crédito,Atualizado pelo portal kitei	,batch1
BR0013411,1485694,2025-02-12,961.7,1824,richard.meireles@gobravo.com.br,1017.59,5.81%,-0.4421107456,kemilly.freitas@gobravo.com.br,WILL,2024-04-01,negotiation,Próprio Credor,Cartão de crédito,Portal Will	,batch1
BR0017043,1596941,2025-02-12,2311.42,6841.59,,4513.34,95.26%,-0.3403083201,felipe.dasilva@gobravo.com.br,Itaú,2024-08-06,paid,Quero Quitar,Crédito cheque especial,"Dias em atraso: 170 Contrato: 3237062348 - 26/08/2024 Descrição: SOB MEDIDA CREDI EM DIA DCR-PF Valor do contrato: R$ 10.282,39",batch1
BR0017742,1625696,2025-02-12,4202.75,42027.52,richard.meireles@gobravo.com.br,46706.38,1011.33%,0.1113284819,richard.meireles@gobravo.com.br,Caixa,2024-08-23,negotiation,Próprio Credor,Crédito pessoal,Cliente tem 3  Crédito Pessoal.,batch1
BR0012583,1465240,2025-02-12,1811.42,4504.8,,808.8,-55.35%,-0.8204581779,kemilly.freitas@gobravo.com.br,WILL,2024-04-01,paid,Próprio Credor,Cartão de crédito,CARTÃO DE CRÉDITO	,batch1
BR0015422,1541748,2025-02-12,4226.17,10934.61,felipe.dasilva@gobravo.com.br,9044.17,114.00%,-0.17288591,matheus.adalberto@gobravo.com.br,Mercadopago,2024-06-10,negotiation,Próprio Credor,Crédito pessoal,atualizado via chamada,batch1
BR0015424,1541772,2025-02-12,2414.76,9659.05,matheus.adalberto@gobravo.com.br,7345.55,204.19%,-0.2395163085,felipe.dasilva@gobravo.com.br,Banco do Brasil,2024-06-03,negotiation,Acordo Certo,Crédito pessoal,Atualizada via Acordo Certo - Número do contrato: 914000650 - Produto: RENEGOCIACAO MASSIFICADA PF/ PJ	,batch1
BR0012185,1458603,2025-02-12,469.33,890.16,matheus.adalberto@gobravo.com.br,3508.66,647.59%,2.941606003,kemilly.freitas@gobravo.com.br,CREDSYSTEM,2024-03-07,negotiation,Acordo Certo,Cartão de crédito,Acordo certo - Contrato: 150282033 - 09/03/2024 Descrição: CARTAO MAIS	,batch1
BR0009432,1638980,2025-02-12,3309.77,8231,felipe.dasilva@gobravo.com.br,5728.4,73.08%,-0.304045681,kemilly.freitas@gobravo.com.br,CREDSYSTEM,2023-12-01,negotiation,Quero Quitar,,Contrato: 84549438 Descrição: CARTAO MAIS	,batch1
BR0016738,1584758,2025-02-12,586,2974.09,felipe.dasilva@gobravo.com.br,2959.84,405.09%,-0.004791381565,kemilly.freitas@gobravo.com.br,Agibank,2024-07-26,negotiation,Próprio Credor,Crédito pessoal,"Cliente: ROSIMERI COSTA DE LIMA MARQUES
Documento: 865.394.507-53
Produto: Renegociar - CPTPZMIG
Dias em atraso: 161

",batch1
BR0017301,1620051,2025-02-12,691.75,1116.82,,553,-20.06%,-0.504844111,jessica.sanches@gobravo.com.br,Carrefour,2024-08-19,paid,Próprio Credor,Cartão de crédito,Portal Carrefour,batch1
BR0017301,1620054,2025-02-12,792.92,1841.1,,637.15,-19.65%,-0.6539297159,jessica.sanches@gobravo.com.br,LUIZACRED,2024-08-19,paid,Quero Quitar,Cartão de crédito,"Contrato:
3237094689 - 05/11/2024
Descrição:
CREDICOMP UNICO - LUIZACRED",batch1
BR0011408,1434101,2025-02-12,4058.3,26250.65,,8172.8,101.38%,-0.6886629474,matheus.adalberto@gobravo.com.br,Itaú,2024-03-01,paid_portfolio_payment,Próprio Credor,Cartão de crédito,portifolio - OPERACOES CREDITO CREDICARD 2646781500000,batch1
BR0011408,1434100,2025-02-12,2935.25,21809.37,,6790.07,131.33%,-0.688662717,matheus.adalberto@gobravo.com.br,Itaú,2024-03-01,paid_portfolio_payment,Próprio Credor,Crédito pessoal,portifolio - OPERACOES CREDITO CREDICARD 2646781500000,batch1
BR0008678,1363878,2025-02-12,3351.3,6117.96,giulia.filardi@gobravo.com.br,3760.32,12.20%,-0.3853637487,kemilly.freitas@gobravo.com.br,Nubank,2023-11-10,negotiation,Acordo Certo,Cartão de crédito,Dívida atualizada via Acordo Certo Cartão de Crédito Contrato: 3783565705918630766	,batch1
BR0008729,1364474,2025-02-12,2896.47,18008,giulia.filardi@gobravo.com.br,20103.5,594.07%,0.1163649489,jessica.sanches@gobravo.com.br,Banco do Brasil,2023-11-10,negotiation,Acordo Certo,Crédito pessoal,BB CREDITO SALARIO 105347028/ BB CREDITO SALARIO 977044987/BB CREDITO SALARIO 97119421/BB CREDITO 13 SALARIO 135309507,batch1
BR0008729,1364475,2025-02-12,3998.25,24858,giulia.filardi@gobravo.com.br,14930.38,273.42%,-0.39937324,jessica.sanches@gobravo.com.br,Banco do Brasil,2023-11-10,negotiation,Acordo Certo,Cartão de crédito,"Produto: OUROCARD FACIL VISA Contrato: 117050664 Vencimento original: 12/10/2023 Valor original: R$ 20.307,27",batch1
BR0016188,1562363,2025-02-12,304.06,600,beatriz.moraes@gobravo.com.br,764.64,151.48%,0.2744,kemilly.freitas@gobravo.com.br,WILL,2024-07-12,negotiation,Kitei,Cartão de crédito,ATRASO: 188 - PRODUTO: CARTÃO DE CRÉDITO - VENCIMENTO: 10/07/2024	,batch1
BR0018207,1642953,2025-02-12,3014.29,5480.52,giulia.zinngraf@gobravo.com.br,18065.36,499.32%,2.296285754,richard.meireles@gobravo.com.br,Portocred,2024-09-25,negotiation,Quero Quitar,Crédito pessoal,Dias em atraso: 118 Contrato: 3822733739 - 25/06/2024 Descrição: PORTO SP LAPA	,solo5
BR0016304,1566255,2025-02-12,3503.15,5655.8,richard.meireles@gobravo.com.br,764.64,-78.17%,-0.8648042717,kemilly.freitas@gobravo.com.br,WILL,2024-07-10,negotiation,Kitei,Cartão de crédito,CARTÃO DE CRÉDITO,batch1
BR0016342,1568267,2025-02-12,4212.73,10028.59,matheus.adalberto@gobravo.com.br,7799.33,85.14%,-0.2222904715,richard.meireles@gobravo.com.br,Geru,2024-07-05,negotiation,Próprio Credor,Crédito pessoal,Via Avant,batch1
BR0016466,1573299,2025-02-12,968.62,1986.51,richard.meireles@gobravo.com.br,1154.35,19.17%,-0.4189055177,kemilly.freitas@gobravo.com.br,WILL,2024-07-04,negotiation,Kitei,Cartão de crédito,Atualizada via Kitei - Portifólio - PRODUTO CARTÃO DE CRÉDITO - VENCIMENTO 15/06/2024	,batch1
BR0010478,1406980,2025-02-12,7263.93,18148.1,,10000,37.67%,-0.4489781299,beatriz.moraes@gobravo.com.br,Itaú,2024-01-15,paid,Próprio Credor,Crédito cheque especial,Via gerente ,batch1
BR0015975,1569533,2025-02-12,184.83,298.4,,171.35,-7.29%,-0.4257707775,beatriz.moraes@gobravo.com.br,Mercadopago,2024-07-01,paid_portfolio_payment,Próprio Credor,Crédito pessoal,Via print do cliente - Portifólio ,batch1
BR0015975,1569534,2025-02-12,398.41,643.24,,369.37,-7.29%,-0.4257664324,beatriz.moraes@gobravo.com.br,Mercadopago,2024-07-01,paid_portfolio_payment,Próprio Credor,Crédito pessoal,Via print do cliente - Portifólio	,batch1
BR0015975,1569537,2025-02-12,1468.65,3308.62,,1899.94,29.37%,-0.425760589,beatriz.moraes@gobravo.com.br,Mercadopago,2024-07-01,paid_portfolio_payment,Próprio Credor,Crédito pessoal,Via print do cliente - Portifólio	,batch1
BR0017297,1607318,2025-02-12,1328.36,4151.11,matheus.adalberto@gobravo.com.br,1792.13,34.91%,-0.5682769187,jessica.sanches@gobravo.com.br,Mercadopago,2024-08-06,negotiation,Próprio Credor,Cartão de crédito,Cartão de crédito - Ligação ,batch1
BR0017297,1607320,2025-02-12,1690.27,6761.08,matheus.adalberto@gobravo.com.br,1611.15,-4.68%,-0.7617022724,jessica.sanches@gobravo.com.br,Mercadopago,2024-08-06,negotiation,Próprio Credor,Crédito pessoal,Empréstimo Pessoal - ligação ,batch1
BR0014350,1511061,2025-02-11,3342.06,7232.65,,3028.34,-9.39%,-0.5812959289,richard.meireles@gobravo.com.br,Nubank,2024-05-01,paid,Próprio Credor,Cartão de crédito,Atualizada com auxilio do cliente	,batch1
BR0013430,1595704,2025-02-11,449.9,1598,,914.92,103.36%,-0.4274593242,felipe.dasilva@gobravo.com.br,Itaú,2024-04-02,paid,Quero Quitar,,"Dias em atraso: 281 Contrato: 821515822 - 06/05/2024 Descrição: SOB MEDIDA COMP ATRASO LONGO Valor do contrato: R$ 3.386,73
",gap5
BR0015279,1536481,2025-02-11,1993.68,7554.8,,1950,-2.19%,-0.7418859533,matheus.adalberto@gobravo.com.br,Itaú,2024-06-04,paid,Próprio Credor,Crédito pessoal,SOB MEDIDA ITI ITAU COMP 597223296	,batch1
BR0017737,1625490,2025-02-11,598.28,1180.56,,750.4,25.43%,-0.3643694518,beatriz.moraes@gobravo.com.br,Itaú,2024-08-30,paid,Próprio Credor,Cartão de crédito,ajuste para quitação	,batch1
BR0017737,1625491,2025-02-11,773.04,1682.46,beatriz.moraes@gobravo.com.br,1069.47,38.35%,-0.3643414999,beatriz.moraes@gobravo.com.br,Itaú,2024-08-30,liquidation_structured_payment,Próprio Credor,Cartão de crédito,ajuste para quitação,batch1
BR0016507,1574485,2025-02-11,2870.63,5497,myrella.isidoro@gobravo.com.br,4576.52,59.43%,-0.1674513371,felipe.dasilva@gobravo.com.br,Nubank,2024-07-05,negotiation,Próprio Credor,Cartão de crédito,Atualizado conforme print da cliente	,batch1
BR0004346,1221585,2025-02-11,3771.41,5885.24,felipe.dasilva@gobravo.com.br,3446.99,-8.60%,-0.414299162,felipe.dasilva@gobravo.com.br,Nubank,2023-06-01,negotiation,Acordo Certo,Cartão de crédito,"Dívida atualizada via Acordo Certo - Senha: 159753 - Produto: Cartão de Crédito - Contrato: 811CD7DB818A7554 - Vencimento original: 07/06/2023 Valor original: R$ 7.469,12	",gap5
BR0018499,1654830,2025-02-11,4671.51,18686.04,felipe.dasilva@gobravo.com.br,6550.09,40.21%,-0.6494661255,giulia.filardi@gobravo.com.br,VIVO,2024-09-27,negotiation,Próprio Credor,Serviços básicos,Atualizada via print do serasa enviado pela cliente,solo5
BR0016946,1594478,2025-02-11,5965.68,17044.81,,4500,-24.57%,-0.7359900169,felipe.dasilva@gobravo.com.br,Itaú,2024-08-01,paid,Próprio Credor,Cartão de crédito,Dívida atualizada via ligação Itaú (11 4004 1144) - CARTAO PL FIC EXTRA S/P - Contrato: 5193995910000,batch1
BR0017163,1604266,2025-02-11,1522.5,4524.95,matheus.adalberto@gobravo.com.br,8197.72,438.44%,0.8116708472,kemilly.freitas@gobravo.com.br,NoVerde,2024-08-01,negotiation,Quero Quitar,Crédito pessoal,"Contrato:
NPL016-22832035 - 21/06/2024
Descrição:
Noverde Credito Pessoal",batch1
BR0011487,1435439,2025-02-11,674.9,1773.82,matheus.adalberto@gobravo.com.br,2426.03,259.47%,0.3676866875,kemilly.freitas@gobravo.com.br,CREDSYSTEM,2024-03-01,negotiation,Próprio Credor,Crédito pessoal,Dias em atraso: 383 Contrato: 198985975 - 04/01/2024 Descrição: CARTAO MAIS	,batch1
BR0016662,1642766,2025-02-11,1778.46,2632.04,felipe.dasilva@gobravo.com.br,2571.73,44.60%,-0.0229137855,jessica.sanches@gobravo.com.br,Nubank,2024-09-12,negotiation,Acordo Certo,Crédito pessoal,São 3 contratos de empréstimos inclusos,solo5
BR0014519,1516901,2025-02-11,320.46,1138.24,,518.71,61.86%,-0.5442876722,felipe.dasilva@gobravo.com.br,Banco do Brasil,2024-05-07,paid,Acordo Certo,Crédito cheque especial,"Produto: BB CREDITO PARCELAMENTO CHEQUE ESPECIAL Contrato: 994649545 Vencimento original: 05/05/2024 Valor original: R$ 1.242,64	",batch1
BR0013430,1486527,2025-02-11,2940.11,8398.85,richard.meireles@gobravo.com.br,9441.36,221.12%,0.1241253267,felipe.dasilva@gobravo.com.br,NoVerde,2024-04-02,negotiation,Quero Quitar,Crédito pessoal,"Dias em atraso: 254  Contrato: NPL016-28519977 - 02/06/2024 Descrição: Noverde Credito Pessoal Valor do contrato: R$ 26.511,53",gap5
BR0018058,1638697,2025-02-11,821.13,1458.28,richard.meireles@gobravo.com.br,2496.48,204.03%,0.7119346079,beatriz.moraes@gobravo.com.br,Simplic,2024-09-06,negotiation,Quero Quitar,Cartão de crédito,"Contrato:
11-01275718/24 
Descrição:
DATA PRIM. VENCTO: 05/07/2024 DATA ULT. VENCTO: 05/06/2025 - valor penas até fevereiro ",solo5
BR0017052,1597231,2025-02-11,1359.52,3517.56,,1159.84,-14.69%,-0.6702714382,jessica.sanches@gobravo.com.br,Mercadopago,2024-07-29,paid_portfolio_payment,Próprio Credor,Crédito pessoal,Portfólio,batch1
BR0016662,1642769,2025-02-11,1192.51,7713.61,felipe.dasilva@gobravo.com.br,14806.8,1141.65%,0.91956814,jessica.sanches@gobravo.com.br,Bradesco,2024-09-12,negotiation,Acordo Certo,Crédito pessoal, Contrato 6458269 Crédito Pessoal,solo5
BR0017052,1597223,2025-02-11,386.52,858.04,beatriz.moraes@gobravo.com.br,762.2,97.20%,-0.1116964244,jessica.sanches@gobravo.com.br,Nubank,2024-07-29,negotiation,Acordo Certo,Cartão de crédito,Cartão de crédito ,batch1
BR0017052,1597222,2025-02-11,334.47,848.57,,279.8,-16.35%,-0.6702688052,jessica.sanches@gobravo.com.br,Mercadopago,2024-07-29,paid_portfolio_payment,Próprio Credor,Crédito pessoal,portfólio ,batch1
BR0010473,1408043,2025-02-11,2695.12,9097.75,felipe.dasilva@gobravo.com.br,4678.29,73.58%,-0.4857750543,felipe.dasilva@gobravo.com.br,Banco do Brasil,2024-01-26,negotiation,Próprio Credor,Cartão de crédito,OUROCARD FACIL VISA - 126325560	,batch1
BR0016662,1642768,2025-02-11,2638.56,5710.19,felipe.dasilva@gobravo.com.br,5137.44,94.71%,-0.1003031423,jessica.sanches@gobravo.com.br,Nubank,2024-09-12,negotiation,Acordo Certo,Cartão de crédito,Cartão de Crédito ,solo5
BR0014329,1510181,2025-02-11,5296.83,27968.51,beatriz.moraes@gobravo.com.br,20175.28,280.89%,-0.2786430167,felipe.dasilva@gobravo.com.br,Bradesco,2024-04-26,negotiation,Próprio Credor,Crédito pessoal,"Cliente possui apenas 2 contratos na goBravo, e 3 contratos unificados com o Banco - Dívida atualizada via Portal Bradesco - Senha padrão: Resolv@123 - Cód. Renegociação: 773083060 - Cód. Contrato: 3843070 / 763427 /  9587655 -Dívida atualizada via Portiólio",batch1
BR0013225,1481854,2025-02-11,4544.48,11301.63,myrella.isidoro@gobravo.com.br,5857.41,28.89%,-0.4817198935,felipe.dasilva@gobravo.com.br,Nubank,2024-04-01,negotiation,Acordo Certo,Cartão de crédito,Dívida atualizada via Acordo Certo - Senha: 159753 - Nome do produto Cartão de Crédito Número de contrato B618E24993660DE9,batch1
BR0013225,1481853,2025-02-11,1812.93,6067.9,myrella.isidoro@gobravo.com.br,2719.59,50.01%,-0.5518070502,felipe.dasilva@gobravo.com.br,Nubank,2024-04-01,negotiation,Acordo Certo,Cartão de crédito,Dívida atualizada via Acordo Certo - Senha: 159753 - Nome do produto Empréstimo Número de contrato 0129915621035976813921141787591231425643,batch1
BR0018015,1637096,2025-02-11,1647.18,4201.25,richard.meireles@gobravo.com.br,3360.37,104.01%,-0.2001499554,felipe.dasilva@gobravo.com.br,VIVO,2024-09-04,negotiation,Outro Credor,Serviços básicos,Atualizada via print serasa enviado pela cliente (Serasa),solo5
BR0015498,1543565,2025-02-11,1629.3,4299.87,matheus.adalberto@gobravo.com.br,6853.7,320.65%,0.5939319096,kemilly.freitas@gobravo.com.br,Original,2024-06-05,negotiation,Próprio Credor,Crédito pessoal,Acordo em 12x ,batch1
BR0018495,1654559,2025-02-11,1103.65,3448.9,,1655.48,50.00%,-0.5199976804,felipe.dasilva@gobravo.com.br,NoVerde,2024-09-30,paid,Outro Credor,Crédito pessoal,Dívida atualizada via Quite Digital (https://quitedt.me/) - Há 127 dias em atraso desde 07/10/2024	,solo5
BR0010602,1414456,2025-02-11,1480.86,2390.85,myrella.isidoro@gobravo.com.br,4299.52,190.34%,0.7983227722,kemilly.freitas@gobravo.com.br,Original,2024-02-01,negotiation,Próprio Credor,Crédito pessoal,Acordo em 24x,batch1
BR0010557,1408722,2025-02-11,2180.69,3404.73,,1569.69,-28.02%,-0.5389678477,richard.meireles@gobravo.com.br,Original,2024-01-11,paid,Próprio Credor,Crédito pessoal,Dívida atualizada via portal do credor CP NAO CORRENTISTA - PICPAY	,batch1
BR0014329,1510180,2025-02-11,5819.14,18720.48,beatriz.moraes@gobravo.com.br,13073,124.66%,-0.3016738887,felipe.dasilva@gobravo.com.br,Bradesco,2024-04-26,negotiation,AlgarTech,Cartão de crédito,Dívida atualizada via AlgarTech (https://www.renegociacoesbra.com/eavm) - Número 406655xxxxxxxxxx - Nome VISA SIGNATURE - 278 dias em atraso,batch1
BR0010557,1408725,2025-02-11,1783.19,6956.6,,3777.81,111.86%,-0.4569459219,richard.meireles@gobravo.com.br,Inter,2024-01-11,paid,Próprio Credor,Cartão de crédito,"Produto: 085 Contrato: 5362330850000341253 Vencimento original: 10/01/2024 Valor original: R$ 7.518,64	",batch1
BR0014329,1510179,2025-02-11,6028.4,11895.66,beatriz.moraes@gobravo.com.br,8581.02,42.34%,-0.2786427991,felipe.dasilva@gobravo.com.br,Bradesco,2024-04-26,negotiation,Próprio Credor,Crédito cheque especial,"Cliente possui apenas 2 contratos na goBravo, e 3 contratos unificados com o Banco - Dívida atualizada via Portal Bradesco - Senha padrão: Resolv@123 - Cód. Renegociação: 773083060 - Cód. Contrato: 3843070 / 763427 /  9587655 -Dívida atualizada via Portiólio",batch1
BR0015979,1557789,2025-02-10,1258.08,7821.74,giulia.zinngraf@gobravo.com.br,3298.88,162.22%,-0.5782421814,beatriz.moraes@gobravo.com.br,Bradesco,2024-07-05,negotiation,Acordo Certo,Crédito cheque especial,"SERASA - Número do contrato

595343 - Produto / Serviço

Limite de Cheque Especial",batch1
BR0015624,1548168,2025-02-10,2677.88,7322.63,jessica.sanches@gobravo.com.br,3310.64,23.63%,-0.5478892147,jessica.sanches@gobravo.com.br,Itaú,2024-06-28,liquidation_structured_payment,Quero Quitar,Cartão de crédito,"Contrato:
343997276 - 03/07/2024
Descrição:
SOB MEDIDA CARTAO ATRASO CURTO",batch1
BR0013411,1485695,2025-02-10,1377.26,3261.84,,1378.36,0.08%,-0.5774286906,kemilly.freitas@gobravo.com.br,Renner,2024-04-01,paid,Próprio Credor,Cartão de crédito,"Dias em atraso: 221 Contrato: 0849097025104 - 11/03/2024 Descrição: Meu cartão Valor do contrato: R$ 2.945,97	",batch1
BR0017102,1608089,2025-02-10,1193.8,2120.11,matheus.adalberto@gobravo.com.br,2071.53,73.52%,-0.02291390541,felipe.dasilva@gobravo.com.br,Nubank,2024-08-06,negotiation,Acordo Certo,Crédito pessoal,"Dívida atualizada via Acordo Certo - Senha: 159753 - Empréstimo - Contrato: 0136153828881736946198949142167288082791 - Vencimento original:  15/08/2024 - Valor original: R$ 2.000,00",batch1
BR0017102,1608090,2025-02-10,877.52,2447.55,matheus.adalberto@gobravo.com.br,2289.57,160.91%,-0.06454617883,felipe.dasilva@gobravo.com.br,Bradesco,2024-08-06,negotiation,Acordo Certo,Crédito pessoal,Dívida atualizada via Acordo Certo - Senha: 159753 - Produto: Renegociação de Dívidas Contrato: 3030311	,batch1
BR0018149,1653532,2025-02-10,2738.96,5617.25,jessica.sanches@gobravo.com.br,2367.21,-13.57%,-0.5785820464,jessica.sanches@gobravo.com.br,Carrefour,2024-09-25,liquidation_portfolio_payment,Próprio Credor,Cartão de crédito,Portfólio- Atacadão ,solo5
BR0016575,1578895,2025-02-10,397.19,766.73,richard.meireles@gobravo.com.br,848.21,113.55%,0.1062694821,beatriz.moraes@gobravo.com.br,Caixa,2024-07-10,negotiation,Próprio Credor,Crédito cheque especial,PORTIFÓLIO - Cliente possui apenas contrato de cheque especial!! - Enviado via infomações do cliente ,batch1
BR0016575,1578894,2025-02-10,192.1,370.81,richard.meireles@gobravo.com.br,410.21,113.54%,0.1062538766,beatriz.moraes@gobravo.com.br,Caixa,2024-07-10,negotiation,Próprio Credor,Cartão de crédito,PORTIFÓLIO - Cliente possui apenas contrato de cheque especial!! - Enviado via infomações do cliente	,batch1
BR0017102,1608091,2025-02-10,1927.8,4172.01,matheus.adalberto@gobravo.com.br,5816.97,201.74%,0.3942847692,felipe.dasilva@gobravo.com.br,Nubank,2024-08-06,negotiation,Acordo Certo,Cartão de crédito,"Dívida atualizada via Acordo Certo - Senha: 159753 - Cartão de Crédito - Contrato: 884D4543B6221900 - Vencimento original: 02/09/2024 - Valor original: R$ 5.203,68",batch1
BR0017102,1608092,2025-02-10,4021.1,10000,matheus.adalberto@gobravo.com.br,7766.66,93.15%,-0.223334,felipe.dasilva@gobravo.com.br,Portocred,2024-08-06,negotiation,Quero Quitar,Cartão de crédito,"Dias em atraso: 179 Contrato: 0005329300808558008 - 15/08/2024 Descrição: NUMERO DO CARTAO DO TITULAR - FINAL 8115 Valor do contrato: R$ 13.873,38",batch1
BR0015644,1547763,2025-02-10,327.38,528.55,matheus.adalberto@gobravo.com.br,9984.91,2949.95%,17.89113613,kemilly.freitas@gobravo.com.br,NoVerde,2024-06-12,negotiation,Quero Quitar,Crédito pessoal,ARCAU - NPL06 - 30303888 - credito pessoal	,batch1
BR0005919,1287277,2025-02-10,2243.5,3835.1,richard.meireles@gobravo.com.br,4135.25,84.32%,0.07826393054,kemilly.freitas@gobravo.com.br,Carrefour,2023-08-15,negotiation,Acordo Certo,Cartão de crédito,Carrefour Cartão Carrefour	,batch1
BR0010350,1402897,2025-02-10,1107.22,2100,,957.54,-13.52%,-0.5440285714,richard.meireles@gobravo.com.br,Mercadopago,2024-01-02,paid,Próprio Credor,Cartão de crédito,Via telefone,batch1
BR0018149,1653533,2025-02-10,3951.21,9357.87,jessica.sanches@gobravo.com.br,3943.57,-0.19%,-0.5785825193,jessica.sanches@gobravo.com.br,Carrefour,2024-09-25,liquidation_portfolio_payment,Próprio Credor,Cartão de crédito,Portfólio- Atacadão ,solo5
BR0018149,1653534,2025-02-10,4470.07,11177.71,jessica.sanches@gobravo.com.br,4710.48,5.38%,-0.578582733,jessica.sanches@gobravo.com.br,Carrefour,2024-09-25,liquidation_portfolio_payment,Próprio Credor,Cartão de crédito,Portfólio- Atacadão ,solo5
BR0007174,1331227,2025-02-10,6717.46,16705.57,giulia.filardi@gobravo.com.br,14546.98,116.55%,-0.1292137892,beatriz.moraes@gobravo.com.br,Nubank,2023-11-01,negotiation,Acordo Certo,Cartão de crédito,Portifólio - Nome do produto Cartão de Crédito Número de contrato 85370554FE117008	,batch1
BR0018149,1653535,2025-02-10,8968.46,22303.54,myrella.isidoro@gobravo.com.br,10318.2,15.05%,-0.5373738877,jessica.sanches@gobravo.com.br,LUIZACRED,2024-09-25,negotiation,Quero Quitar,Cartão de crédito,"Contrato:
5206925470000 - 13/10/2024
Descrição:
MAGAZINE LUIZA/LUIZACRED FLEX",solo5
BR0018641,1662414,2025-02-10,2139.63,9168.26,matheus.adalberto@gobravo.com.br,5530.68,158.49%,-0.3967579453,felipe.dasilva@gobravo.com.br,Banco do Brasil,2024-09-30,negotiation,Acordo Certo,Cartão de crédito,"Dívida atualizada via Acordo Certo - Senha: 159753 - OUROCARD VISA INTERNATIONAL Contrato: 86289388 - Vencimento original: 05/10/2024 - Valor original: R$ 15.226,38 - Dívida atualizada via Portifólio",solo5
